Title,genres,director,actors
a score to settle,"['Action', 'Crime', 'Drama', 'Thriller']",['Shawn Ku '],"['Nicolas Cage', 'Benjamin Bratt']"
the operative,"['Drama', 'Thriller']",['Yuval Adler '],"['Diane Kruger', 'Martin Freeman', 'Cas Anvar']"
dora and the lost city of gold,"['Adventure', 'Comedy', 'Family', 'Fantasy']",['James Bobin '],"['Isabela Moner', 'Eugenio Derbez', 'Michael Peña']"
the kitchen,"['Action', 'Crime', 'Drama']",['Andrea Berloff '],"['Melissa McCarthy', 'Tiffany Haddish', 'Elisabeth Moss']"
the art of racing in the rain,"['Drama', 'Romance']",['Simon Curtis '],"['Milo Ventimiglia', 'Amanda Seyfried', 'Kathy Baker']"
scary stories to tell in the dark,"['Horror', 'Thriller']",['vredal '],"['Zoe Colletti', 'Michael Garza', 'Gabriel Rush']"
the peanut butter falcon,"['Adventure', 'Comedy', 'Drama']",[' Michael Schwartz '],"['Shia LaBeouf', 'Dakota Johnson', 'John Hawkes']"
after the wedding,['Drama'],['Bart Freundlich '],"['Michelle Williams', 'Julianne Moore', 'Billy Crudup']"
light of my life,"['Science Fiction', 'Drama']",['Casey Affleck '],"['Casey Affleck', 'Anna Pniowsky', 'Tom Bower']"
the angry birds movie 2,"['Animation', 'Action', 'Fantasy', 'Adventure', 'Comedy']",['Thurop Van Orman '],"['Jason Sudeikis', 'Josh Gad', 'Leslie Jones']"
good boys,['Comedy'],['Gene Stupnitsky '],"['Jacob Tremblay', 'Brady Noon', 'Keith L. Williams']"
blinded by the light,"['Drama', 'Comedy']",['Gurinder Chadha '],"['Viveik Kalra', 'Kulvinder Ghir', 'Meera Ganatra']"
"where'd you go, bernadette","['Comedy', 'Drama']",['Richard Linklater '],"['Cate Blanchett', 'Billy Crudup', 'Emma Nelson']"
47 meters down: uncaged,['Horror'],['Johannes Roberts '],"['John Corbett', 'Nia Long', 'Sophie Nelisse']"
gwen,"['Drama', 'Mystery', 'Horror', 'History']",['William McGregor '],"['Maxine Peake', 'Eleanor Worthington Cox', 'Richard Harrington']"
ready or not,"['Comedy', 'Horror']",[' Tyler Gillett '],"['Samara Weaving', 'Adam Brody', ""Mark O'Brien""]"
angel has fallen,"['Action', 'Thriller']",['Ric Roman Waugh '],"['Gerard Butler', 'Morgan Freeman', 'Jada Pinkett Smith']"
brittany runs a marathon,"['Comedy', 'Drama']",['Paul Downs Colaizzo '],"['Jillian Bell', 'Michaela Watkins', 'Utkarsh Ambudkar']"
overcomer,['Drama'],['Alex Kendrick '],"['Alex Kendrick', 'Priscilla Shirer', 'Ben Davies']"
jacob's ladder,"['Drama', 'Mystery', 'Horror']",[' Rosenthal '],"['Michael Ealy', 'Jesse Williams', 'Nicole Beharie']"
burn,"['Thriller', 'Crime', 'Action']",['Mike Gan '],"['Tilda Cobham-Hervey', 'Suki Waterhouse', 'Harry Shum Jr.']"
official secrets,"['Thriller', 'History', 'Drama']",['Gavin Hood '],"['Keira Knightley', 'Matt Smith', 'Matthew Goode']"
don't let go,"['Science Fiction', 'Thriller', 'Mystery', 'Horror']",['Jacob Aaron Estes '],"['David Oyelowo', 'Storm Reid', 'Byron Mann']"
itsy bitsy,"['Horror', 'Thriller']",['Micah Gallo '],"['Bruce Davison', 'Denise Crosby', 'Elizabeth Roberts']"
the fanatic,"['Crime', 'Thriller']",['Fred Durst '],"['John Travolta', 'Devon Sawa', 'Ana Golja']"
"debunkers, inc.",['Family'],['Matthew Thompson '],"['Josh Pinkowski', 'Izzy Pollak', 'Blake Kevin Dwyer']"
it chapter two,"['Horror', 'Drama', 'Fantasy']",['Andy Muschietti '],"['James McAvoy', 'Jessica Chastain', 'Bill Hader']"
satanic panic,"['Horror', 'Comedy']",['Chelsea Stardust '],"['Hayley Griffith', 'Ruby Modine', 'Arden Myrin']"
strange but true,['Thriller'],['Rowan Athale '],"['Amy Ryan', 'Nick Robinson', 'Margaret Qualley']"
the obituary of tunde johnson,"['Drama', 'Thriller']",['Ali LeRoi '],"['Steven Silver', 'Nicola Peltz']"
the goldfinch,['Drama'],['John Crowley '],"['Ansel Elgort', 'Oakes Fegley', 'Aneurin Barnard']"
hustlers,"['Drama', 'Comedy', 'Crime']",['Lorene Scafaria '],"['Constance Wu', 'Jennifer Lopez', 'Julia Stiles']"
the sound of silence,['Drama'],['Michael Tyburski '],"['Rashida Jones', 'Peter Sarsgaard', 'Tony Revolori']"
monos,"['Drama', 'Adventure']",['Alejandro Landes '],"['Julianne Nicholson', 'Moisés Arias']"
tall girl,"['Comedy', 'Drama', 'Romance']",['Nzingha Stewart '],"['Ava Michelle', 'Griffin Gluck', 'Luke Eisner']"
ad astra,"['Science Fiction', 'Drama']",['James Gray '],"['Brad Pitt', 'Tommy Lee Jones', 'Ruth Negga']"
downton abbey,"['Drama', 'Romance', 'History']",['Michael Engler '],"['Hugh Bonneville', 'Jim Carter', 'Michelle Dockery']"
rambo: last blood,"['Action', 'Thriller', 'Drama']",['Adrian Grunberg '],"['Sylvester Stallone', 'Adriana Barraza', 'Paz Vega']"
bloodline,"['Crime', 'Horror', 'Thriller']",['Henry Jacobson '],"['Seann William Scott', 'Mariela Garriga', 'Dale Dickey']"
running with the devil,"['Crime', 'Drama', 'Thriller']",['Jason Cabell '],"['Nicolas Cage', 'Laurence Fishburne']"
fractured,['Thriller'],['Brad Anderson '],"['Sam Worthington', 'Lily Rabe', 'Stephen Tobolowsky']"
abominable,"['Family', 'Animation', 'Adventure', 'Comedy']",['Jill Culton '],"['Chloe Bennet', 'Albert Tsai', 'Tenzing Norgay Trainor']"
the laundromat,"['Crime', 'Drama', 'Comedy']",['Steven Soderbergh '],"['Meryl Streep', 'Gary Oldman', 'Antonio Banderas']"
judy,"['Drama', 'History', 'Music']",['Rupert Goold '],"['Renée Zellweger', 'Jessie Buckley', 'Finn Wittrock']"
prey,"['Action', 'Thriller', 'Horror']",['Franck Khalfoun '],"['Logan Miller', 'Kristine Froseth']"
10 minutes gone,"['Crime', 'Action', 'Thriller', 'Mystery']",[' Miller '],"['Bruce Willis', 'Michael Chiklis']"
hamilton,"['History', 'Drama']",['Thomas Kail '],"['Lin-Manuel Miranda', 'Phillipa Soo', 'Leslie Odom Jr.']"
relic,"['Horror', 'Mystery', 'Thriller']",['Natalie Erika James '],"['Emily Mortimer', 'Robyn Nevin', 'Bella Heathcote']"
desperados,"['Comedy', 'Romance']",['LP '],"['Anna Camp', 'Robbie Amell', 'Nasim Pedrad']"
the old guard,"['Action', 'Fantasy']",['Gina Prince-Bythewood '],"['Charlize Theron', 'KiKi Layne', 'Marwan Kenzari']"
money plane,"['Action', 'Crime', 'Thriller']",['Andrew Lawrence '],"['Adam Copeland', 'Kelsey Grammer', 'Thomas Jane']"
greyhound,"['War', 'Action', 'Drama']",['Aaron Schneider '],"['Tom Hanks', 'Stephen Graham', 'Rob Morgan']"
palm springs,"['Comedy', 'Romance', 'Science Fiction']",['Max Barbakow '],"['Andy Samberg', 'Cristin Milioti', 'Peter Gallagher']"
fatal affair,['Thriller'],['Peter Sullivan '],"['Nia Long', 'Omar Epps', 'Stephen Bishop']"
the silencing,"['Thriller', 'Action', 'Crime']",['Robin Pront '],"['Annabelle Wallis', 'Hero Fiennes-Tiffin', 'Nikolaj Coster-Waldau']"
a nice girl like you,"['Comedy', 'Romance']",['The Brothers Riedell '],"['Lucy Hale', 'Leonidas Gulaptis', 'Jackie Cruz']"
ghosts of war,"['Horror', 'Thriller', 'War', 'Fantasy']",['Eric Bress '],"['Brenton Thwaites', 'Theo Rossi', 'Skylar Astin']"
animal crackers,"['Comedy', 'Animation', 'Adventure', 'Family']","['Scott Christian Sava ', ' Tony Bancroft ']","['John Krasinski', 'Emily Blunt', 'Ian McKellen']"
the kissing booth 2,"['Comedy', 'Romance']",['Vince Marcello '],"['Joey King', 'Joel Courtney', 'Jacob Elordi']"
the rental,"['Horror', 'Mystery', 'Thriller']",['Dave Franco '],"['Dan Stevens', 'Alison Brie', 'Sheila Vand']"
black is king,['Music'],[' Dikayl Rimmasch '],['Beyoncé']
the secret: dare to dream,"['Drama', 'Romance']",['Andy Tennant '],"['Katie Holmes', 'Josh Lucas', ""Jerry O'Connell""]"
summerland,"['Drama', 'Romance']",['Jessica Swale '],"['Gemma Arterton', 'Gugu Mbatha-Raw', 'Penelope Wilton']"
she dies tomorrow,['Drama'],['Amy Seimetz '],"['Kate Lyn Sheil', 'Jane Adams', 'Kentucker Audley']"
an american pickle,"['Comedy', 'Drama']",['Brandon Trost '],"['Seth Rogen', 'Sarah Snook']"
the tax collector,"['Action', 'Crime', 'Drama']",['David Ayer '],"['Bobby Soto', 'Shia LaBeouf', 'Cinthya Carmona']"
waiting for the barbarians,"['Drama', 'History']",['Ciro Guerra '],"['Mark Rylance', 'Johnny Depp', 'Robert Pattinson']"
project power,"['Action', 'Crime', 'Science Fiction']",[' Ariel Schulman '],"['Jamie Foxx', 'Joseph Gordon-Levitt', 'Dominique Fishback']"
magic camp,"['Family', 'Fantasy', 'Comedy']",['Mark Waters '],"['Adam DeVine', 'Gillian Jacobs', 'Jeffrey Tambor']"
spree,"['Comedy', 'Crime', 'Horror']",['Eugene Kotlyarenko '],"['Joe Keery', 'Sasheer Zamata', 'Mischa Barton']"
boys state,['Documentary'],[' Jesse Moss '],"['Amanda McBaine', 'Jesse Moss (directors)']"
the one and only ivan,"['Family', 'Comedy', 'Drama']",['Thea Sharrock '],"['Sam Rockwell', 'Angelina Jolie', 'Danny DeVito']"
unhinged,"['Action', 'Thriller', 'Horror']",['Derrick Borte '],"['Russell Crowe', 'Caren Pistorius', 'Gabriel Bateman']"
tesla,"['History', 'Drama']",['Michael Almereyda '],"['Ethan Hawke', 'Eve Hewson', 'Ebon Moss-Bachrach']"
cut throat city,"['Action', 'Crime', 'Drama', 'Thriller']",['RZA '],"['Shameik Moore', 'T.I.', 'Demetrius Shipp Jr.']"
words on bathroom walls,"['Drama', 'Romance']",['Thor Freudenthal '],"['Charlie Plummer', 'Andy García', 'Taylor Russell']"
hard kill,"['Action', 'Adventure', 'Thriller']",['Matt Eskandari '],"['Jesse Metcalfe', 'Bruce Willis']"
chemical hearts,"['Drama', 'Romance']",['Richard Tanne '],"['Austin Abrams', 'Lili Reinhart']"
bill & ted face the music,"['Comedy', 'Science Fiction', 'Adventure']",['Dean Parisot '],"['Keanu Reeves', 'Alex Winter', 'Kristen Schaal']"
the new mutants,"['Science Fiction', 'Horror', 'Action', 'Adventure']",['Josh Boone '],"['Maisie Williams', 'Anya Taylor-Joy', 'Charlie Heaton']"
the personal history of david copperfield,['Comedy'],['Armando Iannucci '],"['Dev Patel', 'Aneurin Barnard', 'Peter Capaldi']"
i'm thinking of ending things,"['Drama', 'Fantasy', 'Mystery', 'Thriller']",['Charlie Kaufman '],"['Jesse Plemons', 'Jessie Buckley', 'Toni Collette']"
phineas and ferb the movie: candace against the universe,"['Family', 'Animation', 'Science Fiction', 'Comedy']",['Bob Bowen '],"['Vincent Martella', 'Ashley Tisdale', 'David Errigo Jr.']"
all together now,['Drama'],['Brett Haley '],"['Auliʻi Cravalho', 'Rhenzy Feliz', 'Judy Reyes']"
rogue,"['Action', 'Horror', 'Thriller']",[' Bassett '],"['Megan Fox', 'Philip Winchester']"
centigrade,['Thriller'],['Brendan Walsh '],"['Genesis Rodriguez', 'Vincent Piazza', 'Louis Cancelmi']"
fatima,['Drama'],['Marco Pontecorvo '],"['Joaquim de Almeida', 'Goran Višnjić', 'Stephanie Gil']"
tenet,"['Action', 'Thriller', 'Science Fiction']",['Christopher Nolan '],"['John David Washington', 'Robert Pattinson', 'Elizabeth Debicki']"
"love, guaranteed","['Romance', 'Comedy']",['Mark Steven Johnson '],"['Rachael Leigh Cook', 'Damon Wayans Jr.']"
mulan,"['Animation', 'Family', 'Adventure']",['Niki Caro '],"['Liu Yifei', 'Donnie Yen', 'Tzi Ma']"
critical thinking,['Drama'],['John Leguizamo '],"['John Leguizamo', 'Jorge Lendeborg Jr.', 'Angel Bismark Curiel']"
the owners,"['Horror', 'Mystery', 'Thriller']",['Julius Berg '],"['Maisie Williams', 'Sylvester McCoy', 'Rita Tushingham']"
guest house,['Comedy'],['Sam Macaroni '],"['Pauly Shore', 'Mike Castle', 'Aimee Teegarden']"
the babysitter: killer queen,"['Comedy', 'Horror']",['McG '],"['Judah Lewis', 'Emily Alyn Lind', 'Jenna Ortega']"
unpregnant,"['Drama', 'Comedy']",['Rachel Lee Goldenberg '],"['Haley Lu Richardson', 'Barbie Ferreira', 'Alex MacNicoll']"
the devil all the time,"['Crime', 'Drama', 'Thriller']",['Antonio Campos '],"['Tom Holland', 'Bill Skarsgård', 'Riley Keough']"
the broken hearts gallery,"['Comedy', 'Romance']",['Natalie Krinsky '],"['Geraldine Viswanathan', 'Dacre Montgomery', 'Utkarsh Ambudkar']"
i met a girl,"['Romance', 'Drama', 'Comedy']",['Luke Eve '],"['Brenton Thwaites', 'Lily Sullivan', 'Joel Jackson']"
rent-a-pal,"['Horror', 'Thriller']",['Jon Stevenson '],"['Wil Wheaton', 'Brian Landis Folkins', 'Kathleen Brady']"
the secrets we keep,"['Thriller', 'History', 'Drama']",['Yuval Adler '],"['Noomi Rapace', 'Joel Kinnaman', 'Chris Messina']"
antebellum,['Horror'],[' Christopher Renz '],"['Janelle Monáe', 'Eric Lange', 'Jena Malone']"
the nest,"['Thriller', 'Science Fiction', 'Horror']",['Sean Durkin '],"['Jude Law', 'Carrie Coon', 'Charlie Shotwell']"
blackbird,['Drama'],['Roger Michell '],"['Susan Sarandon', 'Kate Winslet', 'Mia Wasikowska']"
lost girls & love hotels,['Drama'],['William Olsson '],"['Alexandra Daddario', 'Takehiro Hira', 'Carice van Houten']"
killian & the comeback kids,"['Drama', 'Music']",[' Purdee '],"['Taylor A. Purdee', 'John Donchak', 'Nathan Purdee']"
enola holmes,"['Adventure', 'Mystery', 'Crime']",['Harry Bradbeer '],"['Millie Bobby Brown', 'Henry Cavill', 'Sam Claflin']"
the trial of the chicago 7,"['Drama', 'History']",['Aaron Sorkin '],"['Yahya Abdul-Mateen II', 'Sacha Baron Cohen', 'Danny Flaherty']"
ava,['Drama'],['Tate Taylor '],"['Jessica Chastain', 'John Malkovich', 'Common']"
kajillionaire,"['Crime', 'Drama', 'Comedy']",['Miranda July '],"['Evan Rachel Wood', 'Richard Jenkins', 'Debra Winger']"
the last shift,"['Comedy', 'Drama']",['Andrew Cohn '],"['Richard Jenkins', 'Shane Paul McGhie', ""Da'Vine Joy Randolph""]"
secret society of second-born royals,"['Action', 'Adventure', 'Comedy', 'Fantasy']",['Anna Mastro '],"['Peyton Elizabeth Lee', 'Skylar Astin', 'Élodie Yung']"
she's in portland,['Drama'],['Marc Carlini '],"['Tommy Dewey', 'François Arnaud', 'Minka Kelly']"
sightless,"['Thriller', 'Horror']",['Cooper Karl '],"['Madelaine Petsch', 'Alexander Koch']"
the boys in the band,['Drama'],['Joe Mantello '],"['Jim Parsons', 'Zachary Quinto', 'Matt Bomer']"
the glorias,['Drama'],['Julie Taymor '],"['Julianne Moore', 'Alicia Vikander', 'Timothy Hutton']"
no sudden move,"['Crime', 'Thriller']",['Steven Soderbergh '],"['Don Cheadle', 'Benicio del Toro', 'David Harbour']"
the tomorrow war,"['Action', 'Science Fiction', 'Adventure']",['Chris McKay '],"['Chris Pratt', 'Yvonne Strahovski', 'J. K. Simmons']"
the boss baby: family business,"['Animation', 'Comedy', 'Adventure', 'Family']",['Tom McGrath '],"['Alec Baldwin', 'James Marsden', 'Amy Sedaris']"
the forever purge,"['Horror', 'Action', 'Thriller']",['Everardo Gout '],"['Ana de la Reguera', 'Tenoch Huerta', 'Josh Lucas']"
fear street part one: 1994,"['Horror', 'Mystery']",['Leigh Janiak '],"['Kiana Madeira', 'Olivia Scott Welch', 'Benjamin Flores Jr.']"
summer of soul,"['Music', 'Documentary', 'History']",['Questlove '],"['Stevie Wonder', 'Nina Simone', 'Sly and the Family Stone']"
till death,"['Horror', 'Thriller']",[' Dale '],"['Megan Fox', 'Eoin Macken', 'Callan Mulvey']"
let us in,"['Science Fiction', 'Thriller', 'Horror']",['Craig Moss '],"['Mackenzie Moss', 'Sadie Stanley', 'Mackenzie Ziegler']"
black widow,"['Action', 'Adventure', 'Science Fiction']",['Cate Shortland '],"['Scarlett Johansson', 'Florence Pugh', 'David Harbour']"
fear street part two: 1978,"['Horror', 'Mystery']",['Leigh Janiak '],"['Sadie Sink', 'Emily Rudd', 'Ryan Simpkins']"
summertime,"['Drama', 'Romance']",['pez Estrada '],"['Tyris Winter', 'Marquesha Babers', 'Maia Mayor']"
gunpowder milkshake,"['Action', 'Crime', 'Thriller']",['Navot Papushado '],"['Karen Gillan', 'Lena Headey', 'Carla Gugino']"
space jam: a new legacy,"['Family', 'Animation', 'Comedy', 'Science Fiction']",[' Lee '],"['LeBron James', 'Don Cheadle', 'Khris Davis']"
escape room: tournament of champions,"['Horror', 'Thriller', 'Mystery']",['Adam Robitel '],"['Taylor Russell', 'Logan Miller', 'Indya Moore']"
fear street part three: 1666,"['Mystery', 'Horror']",['Leigh Janiak '],"['Kiana Madeira', 'Ashley Zukerman', 'Gillian Jacobs']"
die in a gunfight,"['Action', 'Comedy', 'Romance']",['Colin Schiffli '],"['Alexandra Daddario', 'Diego Boneta', 'Justin Chatwin']"
pig,"['Drama', 'Thriller']",['Michael Sarnoski '],"['Nicolas Cage', 'Alex Wolff', 'Adam Arkin']"
out of death,"['Action', 'Thriller', 'Crime']",['Mike Burns '],"['Bruce Willis', 'Jaime King', 'Lala Kent']"
roadrunner: a film about anthony bourdain,['Documentary'],['Morgan Neville '],['Anthony Bourdain']
how it ends,"['Science Fiction', 'Thriller', 'Mystery', 'Action', 'Adventure']",[' Zoe Lister-Jones '],"['Zoe Lister-Jones', 'Cailee Spaeny', 'Olivia Wilde']"
trollhunters: rise of the titans,"['Animation', 'Fantasy', 'Family', 'Action', 'Adventure']",[' Francisco Ruiz Velasco '],"['Emile Hirsch', 'Lexi Medrano', 'Charlie Saxton']"
snake eyes,"['Thriller', 'Crime', 'Mystery']",['Robert Schwentke '],"['Henry Golding', 'Andrew Koji', 'Úrsula Corberó']"
old,"['Thriller', 'Mystery', 'Horror']",[' Night Shyamalan '],"['Gael García Bernal', 'Vicky Krieps', 'Rufus Sewell']"
joe bell,['Drama'],['Reinaldo Marcus Green '],"['Mark Wahlberg', 'Reid Miller', 'Connie Britton']"
jolt,"['Action', 'Thriller']",['Tanya Wexler '],"['Kate Beckinsale', 'Bobby Cannavale', 'Laverne Cox']"
midnight in the switchgrass,"['Crime', 'Mystery', 'Thriller', 'Action']",['Randall Emmett '],"['Megan Fox', 'Bruce Willis', 'Emile Hirsch']"
broken diamonds,['Drama'],['Peter Sattler '],"['Ben Platt', 'Lola Kirke', 'Yvette Nicole Brown']"
val,"['Horror', 'Comedy']",[' Ting Poo '],['Val Kilmer']
ailey,['Documentary'],['Jamila Wignot '],['Jamila Wignot (director)']
jungle cruise,"['Fantasy', 'Adventure']",['Jaume Collet-Serra '],"['Dwayne Johnson', 'Emily Blunt', 'Édgar Ramírez']"
stillwater,"['Drama', 'Crime', 'Thriller']",['Tom McCarthy '],"['Matt Damon', 'Camille Cottin', 'Abigail Breslin']"
the green knight,"['Adventure', 'Drama', 'Fantasy']",['David Lowery '],"['Dev Patel', 'Alicia Vikander', 'Joel Edgerton']"
nine days,"['Drama', 'Fantasy']",['Edson Oda '],"['Winston Duke', 'Zazie Beetz', 'Benedict Wong']"
ride the eagle,"['Comedy', 'Drama']",['Donnell '],"['Jake Johnson', ""D'Arcy Carden"", 'J.K. Simmons']"
the evening hour,['Drama'],['Braden King '],"['Philip Ettinger', 'Stacy Martin', 'Cosmo Jarvis']"
lorelei,['Drama'],['Sabrina Doyle '],"['Pablo Schreiber', 'Jena Malone']"
enemies of the state,['Documentary'],['Sonia Kennebeck '],['Sonia Kennebeck (director)']
the suicide squad,"['Action', 'Comedy', 'Adventure']",['James Gunn '],"['Idris Elba', 'Margot Robbie', 'John Cena']"
naked singularity,"['Crime', 'Drama']",['Chase Palmer '],"['John Boyega', 'Olivia Cooke', 'Bill Skarsgård']"
john and the hole,"['Drama', 'Thriller', 'Horror']",['Pascual Sisto '],"['Charlie Shotwell', 'Michael C. Hall', 'Jennifer Ehle']"
vivo,"['Animation', 'Family', 'Comedy']",['Kirk DeMicco '],"['Lin-Manuel Miranda', 'Ynairaly Simo', 'Zoe Saldana']"
playing god,"['Comedy', 'Drama']",['Scott Brignac '],"['Hannah Kasulka', 'Luke Benward', 'Jude Demorest']"
swan song,"['Comedy', 'Drama']",['Todd Stephens '],"['Udo Kier', 'Jennifer Coolidge', 'Linda Evans']"
she ball,['Drama'],['Nick Cannon '],"['Nick Cannon', 'Chris Brown', 'Jaliyuh Manuel']"
the kissing booth 3,"['Romance', 'Comedy']",['Vince Marcello '],"['Joey King', 'Joel Courtney', 'Jacob Elordi']"
homeroom,['Documentary'],['Peter Nicks '],['Peter Nicks (director)']
free guy,"['Comedy', 'Adventure', 'Science Fiction']",['Shawn Levy '],"['Ryan Reynolds', 'Jodie Comer', 'Lil Rel Howery']"
respect,"['Drama', 'Music', 'History']",['Liesl Tommy '],"['Jennifer Hudson', 'Forest Whitaker', 'Marlon Wayans']"
beckett,"['Crime', 'Mystery', 'Thriller']",['Ferdinando Cito Filomarino '],"['John David Washington', 'Boyd Holbrook', 'Vicky Krieps']"
don't breathe 2,"['Thriller', 'Horror']",['Rodo Sayagues '],"['Stephen Lang', 'Brendan Sexton III', 'Madelyn Grace']"
coda,"['Drama', 'Music', 'Romance']",['Sian Heder '],"['Emilia Jones', 'Eugenio Derbez', 'Troy Kotsur']"
not going quietly,['Documentary'],['Nicholas Bruckman '],['Amanda Roddy (screenplay)']
reminiscence,"['Mystery', 'Science Fiction']",['Lisa Joy '],"['Hugh Jackman', 'Rebecca Ferguson', 'Thandiwe Newton']"
the protégé,"['Action', 'Adventure', 'Thriller']",['Martin Campbell '],"['Michael Keaton', 'Maggie Q', 'Samuel L. Jackson']"
sweet girl,"['Action', 'Thriller', 'Drama']",['Brian Andrew Mendoza '],"['Jason Momoa', 'Isabela Merced', 'Manuel Garcia-Rulfo']"
the loud house movie,"['Animation', 'Family', 'Comedy', 'Adventure', 'Fantasy']",['Dave Needham '],"['Asher Bishop', 'David Tennant', 'Michelle Gomez']"
the night house,"['Drama', 'Horror', 'Mystery', 'Thriller']",['David Bruckner '],"['Rebecca Hall', 'Sarah Goldberg', 'Evan Jonigkeit']"
flag day,"['Drama', 'Thriller', 'Crime']",['Sean Penn '],"['Dylan Penn', 'Sean Penn', 'Katheryn Winnick']"
cryptozoo,"['Animation', 'Fantasy']",['Dash Shaw '],"['Lake Bell', 'Michael Cera', 'Angeliki Papoulia']"
habit,"['Crime', 'Thriller', 'Comedy']",['Janell Shirtcliff '],"['Josie Ho', 'Bella Thorne', 'Gavin Rossdale']"
demonic,"['Drama', 'Horror', 'Science Fiction']",['Neill Blomkamp '],"['Carly Pope', 'Chris William Martin', 'Michael Rogers']"
annette,"['Drama', 'Romance']",['Leos Carax '],"['Adam Driver', 'Marion Cotillard', 'Simon Helberg']"
risen,"['Science Fiction', 'Drama', 'Thriller']",['Eddie Arya '],"['Caroline McQuade', 'Kenneth Trujillo', 'Wassim Hawat']"
the witcher: nightmare of the wolf,"['Animation', 'Action', 'Fantasy']",['Kwang Il Han '],"['Theo James', 'Lara Pulver', 'Graham McTavish']"
really love,"['Romance', 'Drama']",['Angel Kristi Williams '],"['Kofi Siriboe', 'Yootha Wong-Loi-Sing', 'Blair Underwood']"
candyman,"['Horror', 'Mystery', 'Thriller']",['Nia DaCosta '],"['Yahya Abdul-Mateen II', 'Teyonah Parris', 'Nathan Stewart-Jarrett']"
vacation friends,['Comedy'],['Clay Tarver '],"['John Cena', 'Lil Rel Howery', 'Yvonne Orji']"
he's all that,"['Comedy', 'Romance']",['Mark Waters '],"['Addison Rae', 'Tanner Buchanan', 'Madison Pettis']"
no man of god,"['Crime', 'Drama', 'Thriller', 'History']",['Amber Sealey '],"['Elijah Wood', 'Luke Kirby', 'Aleksa Palladino']"
rushed,"['Mystery', 'Thriller', 'Horror', 'Drama', 'Crime']",['Vibeke Muasya '],"['Siobhan Fallon Hogan (screenplay)', 'Siobhan Fallon Hogan', 'Robert Patrick']"
afterlife of the party,"['Fantasy', 'Comedy', 'Drama']",['Stephen Herek '],"['Victoria Justice', 'Midori Francis', 'Timothy Renouf']"
shang-chi and the legend of the ten rings,"['Action', 'Adventure', 'Fantasy']",['Destin Daniel Cretton '],"['Simu Liu', 'Awkwafina', ""Meng'er Zhang""]"
cinderella,"['Romance', 'Fantasy', 'Family', 'Drama']",['Kay Cannon '],"['Camila Cabello', 'Idina Menzel', 'Nicholas Galitzine']"
worth,"['History', 'Drama']",['Sara Colangelo '],"['Michael Keaton', 'Stanley Tucci', 'Amy Ryan']"
the gateway,"['Drama', 'Thriller']",['Michele Civetta '],"['Shea Whigham', 'Olivia Munn', 'Frank Grillo']"
wild indian,"['Thriller', 'Crime', 'Drama']",[' '],"['Michael Greyeyes', 'Chaske Spencer', 'Jesse Eisenberg']"
we need to do something,"['Horror', 'Mystery']",['Grady '],"['Sierra McCormick', 'Vinessa Shaw', 'Pat Healy']"
kate,['Action'],['Cedric Nicolas-Troyan '],"['Mary Elizabeth Winstead', 'Miku Martineau', 'Woody Harrelson']"
everybody's talking about jamie,"['Drama', 'Comedy']",['Jonathan Butterell '],"['Max Harwood', 'Sarah Lancashire', 'Lauren Patel']"
malignant,"['Horror', 'Mystery']",['James Wan '],"['Annabelle Wallis', 'Maddie Hasson', 'George Young']"
queenpins,"['Comedy', 'Crime']",[' Gita Pullapilly '],"['Kristen Bell', 'Kirby Howell-Baptiste', 'Paul Walter Hauser']"
the card counter,"['Drama', 'Thriller']",['Paul Schrader '],"['Oscar Isaac', 'Tiffany Haddish', 'Tye Sheridan']"
come from away,"['Comedy', 'Drama']",['Christopher Ashley '],"['Petrina Bromley', 'Jenn Colella', ""De'Lon Grant""]"
the voyeurs,['Thriller'],['Michael Mohan '],"['Sydney Sweeney', 'Justice Smith', 'Ben Hardy']"
small engine repair,"['Crime', 'Drama', 'Thriller']",['John Pollono '],"['Jon Bernthal', 'Shea Whigham', 'Jordana Spiro']"
language lessons,"['Drama', 'Comedy', 'Romance']",['Natalie Morales '],"['Natalie Morales (director/screenplay)', 'Mark Duplass (screenplay)', 'Natalie Morales']"
show me the father,['Documentary'],['Rick Altizer '],"['Sherman Smith', 'Tony Evans', 'Steven Kendrick']"
catch the bullet,"['Western', 'Action']",['Michael Feifer '],"['Jay Pickett', 'Peter Facinelli', 'Tom Skerritt']"
bad candy,['Horror'],[' Desiree Connell '],"['Zach Galligan', 'Derek Russo', 'Corey Taylor']"
generation wrecks,"['Comedy', 'Drama']",[' Morales '],"['Bridget McGarry', 'Victoria Leigh', 'Okieriete Onaodowan']"
my son,"['Thriller', 'Crime', 'Drama']",['Christian Carion '],"['James McAvoy', 'Claire Foy', 'Gary Lewis']"
nightbooks,"['Fantasy', 'Family', 'Horror']",['David Yarovesky '],"['Winslow Fegley', 'Lidya Jewett', 'Krysten Ritter']"
the starling,['Drama'],['Theodore Melfi '],"['Melissa McCarthy', ""Chris O'Dowd"", 'Timothy Olyphant']"
the eyes of tammy faye,"['Drama', 'History']",['Michael Showalter '],"['Jessica Chastain', 'Andrew Garfield', 'Cherry Jones']"
cry macho,['Drama'],['Clint Eastwood '],"['Clint Eastwood', 'Dwight Yoakam', 'Eduardo Minett']"
copshop,"['Thriller', 'Crime', 'Action']",['Joe Carnahan '],"['Gerard Butler', 'Frank Grillo', 'Alexis Louder']"
