Title,genres,director,actors
mixtape,"['Comedy', 'Family']",['Valerie Weiss '],"['Gemma Brooke Allen', 'Jackson Rathbone', 'Nick Thune']"
deadlock,"['Action', 'Thriller']",['Jared Cohn '],"['Patrick Muldoon', 'Bruce Willis', 'Matthew Marsden']"
west side story,"['Crime', 'Drama', 'Romance']",['Steven Spielberg '],"['Ansel Elgort', 'Rachel Zegler', 'Ariana DeBose']"
don't look up,"['Comedy', 'Science Fiction', 'Drama']",['Adam McKay '],"['Leonardo DiCaprio', 'Jennifer Lawrence', 'Rob Morgan']"
national champions,['Drama'],['Ric Roman Waugh '],"['Stephan James', 'J. K. Simmons', 'Alexander Ludwig']"
being the ricardos,"['Drama', 'History']",['Aaron Sorkin '],"['Nicole Kidman', 'Javier Bardem', 'J. K. Simmons']"
red rocket,"['Drama', 'Comedy']",['Sean Baker '],"['Simon Rex', 'Bree Elrod', 'Suzanna Son']"
the hating game,"['Drama', 'Comedy', 'Romance']",['Peter Hutchings '],"['Lucy Hale', 'Austin Stowell', 'Damon Daunno']"
rumble,"['Animation', 'Family']",['Hamish Grieve '],"['Will Arnett', 'Terry Crews', 'Geraldine Viswanathan']"
south park: post covid: the return of covid,"['Animation', 'Comedy', 'TV Movie']",['Trey Parker '],"['Matt Stone', 'Mona Marshall', 'Kimberly Brooks']"
spider-man: no way home,"['Action', 'Adventure', 'Science Fiction']",['Jon Watts '],"['Tom Holland', 'Benedict Cumberbatch', 'Zendaya']"
nightmare alley,"['Crime', 'Drama', 'Thriller']",['Guillermo del Toro '],"['Bradley Cooper', 'Cate Blanchett', 'Toni Collette']"
the lost daughter,['Drama'],['Maggie Gyllenhaal '],"['Olivia Colman', 'Dakota Johnson', 'Jessie Buckley']"
swan song,"['Comedy', 'Drama']",['Benjamin Cleary '],"['Mahershala Ali', 'Naomie Harris', 'Glenn Close']"
the tender bar,['Drama'],['George Clooney '],"['Ben Affleck', 'Tye Sheridan', 'Lily Rabe']"
mother/android,"['Science Fiction', 'Thriller']",['Mattson Tomlin '],"['Chloë Grace Moretz', 'Algee Smith', 'Raúl Castillo']"
fortress,"['Action', 'Thriller', 'Science Fiction']",['James Cullen Bressack '],"['Jesse Metcalfe', 'Bruce Willis', 'Chad Michael Murray']"
sing 2,"['Animation', 'Family', 'Music', 'Comedy']",['Garth Jennings '],"['Matthew McConaughey', 'Reese Witherspoon', 'Scarlett Johansson']"
the matrix resurrections,"['Science Fiction', 'Action', 'Adventure']",['Lana Wachowski '],"['Keanu Reeves', 'Carrie-Anne Moss', 'Yahya Abdul-Mateen II']"
the king's man,"['Action', 'Comedy', 'Adventure', 'Thriller']",['Matthew Vaughn '],"['Ralph Fiennes', 'Gemma Arterton', 'Rhys Ifans']"
the tragedy of macbeth,"['Drama', 'War']",['Joel Coen '],"['Denzel Washington', 'Frances McDormand', 'Bertie Carvel']"
a journal for jordan,"['Drama', 'Romance']",['Denzel Washington '],"['Michael B. Jordan', 'Chanté Adams', 'Jalon Christian']"
american underdog,"['Drama', 'Family']",['Erwin brothers '],"['Zachary Levi', 'Anna Paquin', 'Dennis Quaid']"
memoria,"['Drama', 'Science Fiction', 'Mystery']",['Apichatpong Weerasethakul '],"['Tilda Swinton', 'Elkin Díaz', 'Jeanne Balibar']"
mr. harrigan's phone,"['Drama', 'Horror', 'Mystery']",['John Lee Hancock '],"['Donald Sutherland', 'Jaeden Martell', 'Joe Tippett']"
terrifier 2,"['Horror', 'Thriller']",['Damien Leone '],"['Lauren LaVera', 'Elliot Fullam', 'Sarah Voigt']"
"lyle, lyle, crocodile","['Comedy', 'Family', 'Music']",[' Josh Gordon '],"['Javier Bardem', 'Constance Wu', 'Winslow Fegley']"
amsterdam,"['Mystery', 'Comedy', 'Drama']",[' Russell '],"['Christian Bale', 'Margot Robbie', 'John David Washington']"
tár,"['Drama', 'Music']",['Todd Field '],"['Cate Blanchett', 'Noémie Merlant', 'Nina Hoss']"
hellraiser,"['Horror', 'Thriller', 'Fantasy']",['David Bruckner '],"[""Odessa A'zion"", 'Jamie Clayton', 'Adam Faison']"
significant other,"['Science Fiction', 'Thriller', 'Horror', 'Mystery', 'Drama']",[' Robert Olsen '],"['Maika Monroe', 'Jake Lacy', 'Matthew Yang King']"
grimcutty,['Horror'],['John Ross '],"['Sara Wolfkind', 'Shannyn Sossamon', 'Usman Ally']"
halloween ends,"['Horror', 'Thriller']",['David Gordon Green '],"['Jamie Lee Curtis', 'Andi Matichak', 'Rohan Campbell']"
till,"['Drama', 'History']",['Chinonye Chukwu '],"['Danielle Deadwyler', 'Jalyn Hall', 'Frankie Faison']"
rosaline,"['Romance', 'Drama', 'Comedy']",['Karen Maine '],"['Kaitlyn Dever', 'Isabela Merced', 'Kyle Allen']"
raymond & ray,"['Drama', 'Comedy']",['a '],"['Ewan McGregor', 'Ethan Hawke', 'Maribel Verdú']"
the curse of bridge hollow,"['Adventure', 'Comedy', 'Horror', 'Family']",['Jeff Wadlow '],"['Marlon Wayans', 'Priah Ferguson', 'Kelly Rowland']"
bitch ass,"['Horror', 'Mystery', 'Thriller', 'Crime']",['Bill Posley '],['Tony Todd']
the school for good and evil,"['Fantasy', 'Comedy', 'Adventure', 'Drama']",['Paul Feig '],"['Sophia Anne Caruso', 'Sofia Wylie', 'Laurence Fishburne']"
the good nurse,"['Drama', 'Crime', 'Mystery']",['Tobias Lindholm '],"['Jessica Chastain', 'Eddie Redmayne', 'Nnamdi Asomugha']"
v/h/s/99,"['Horror', 'Thriller']",[' Joseph Winter '],"['Maggie Levin', 'Johannes Roberts', 'Flying Lotus']"
black adam,"['Action', 'Adventure', 'Science Fiction']",['Jaume Collet-Serra '],"['Dwayne Johnson', 'Aldis Hodge', 'Noah Centineo']"
ticket to paradise,"['Drama', 'Comedy', 'Romance']",['Ol Parker '],"['George Clooney', 'Julia Roberts', 'Kaitlyn Dever']"
wendell & wild,"['Animation', 'Comedy', 'Fantasy', 'Horror']",['Henry Selick '],"['Keegan-Michael Key', 'Jordan Peele', 'Angela Bassett']"
the banshees of inisherin,"['Drama', 'Comedy']",['Martin McDonagh '],"['Colin Farrell', 'Brendan Gleeson', 'Kerry Condon']"
my policeman,"['Drama', 'Romance']",['Michael Grandage '],"['Harry Styles', 'Emma Corrin', 'Gina McKee']"
aftersun,['Drama'],['Charlotte Wells '],"['Paul Mescal', 'Frankie Corio', 'Celia Rowlson-Hall']"
detective knight: rogue,"['Action', 'Crime', 'Thriller']",['Edward John Drake '],"['Bruce Willis', 'Lochlyn Munro', 'Jimmy Jean-Louis']"
the return of tanya tucker: featuring brandi carlile,"['Documentary', 'Music']",['Kathlyn Horan '],['Kathlyn Horan (director)']
armageddon time,['Drama'],['James Gray '],"['Anne Hathaway', 'Jeremy Strong', 'Banks Repeta']"
call jane,"['Drama', 'History']",['Phyllis Nagy '],"['Elizabeth Banks', 'Sigourney Weaver', 'Chris Messina']"
causeway,['Drama'],['Lila Neugebauer '],"['Jennifer Lawrence', 'Brian Tyree Henry', 'Linda Emond']"
prey for the devil,"['Horror', 'Thriller']",['Daniel Stamm '],"['Jacqueline Byers', 'Colin Salmon', 'Christian Navarro']"
run sweetheart run,"['Horror', 'Thriller']",['Shana Feste '],"['Ella Balinska', 'Pilou Asbæk', 'Dayo Okeniyi']"
the wonder,"['Animation', 'Comedy']",['n Lelio '],"['Florence Pugh', 'Tom Burke', 'Niamh Algar']"
the independent,"['Thriller', 'Mystery', 'Crime']",['Amy Rice '],"['Jodie Turner-Smith', 'John Cena', 'Brian Cox']"
enola holmes 2,"['Adventure', 'Mystery', 'Crime']",['Harry Bradbeer '],"['Millie Bobby Brown', 'Henry Cavill', 'Helena Bonham Carter']"
my father's dragon,"['Animation', 'Adventure', 'Family', 'Fantasy', 'Comedy']",['Nora Twomey '],"['Jacob Tremblay', 'Gaten Matarazzo', 'Golshifteh Farahani']"
weird: the al yankovic story,"['Music', 'Comedy', 'Crime']",['Eric Appel '],"['Daniel Radcliffe', 'Evan Rachel Wood', 'Rainn Wilson']"
the estate,"['Comedy', 'Drama']",['Dean Craig '],"['Toni Collette', 'Anna Faris', 'David Duchovny']"
the minute you wake up dead,"['Thriller', 'Crime', 'Drama']",['Michael Mailer '],"['Cole Hauser', 'Morgan Freeman', 'Jaimie Alexander']"
dear zoe,['Drama'],['Gren Wells '],"['Sadie Sink', 'Theo Rossi', 'Kweku Collins']"
something in the dirt,"['Comedy', 'Horror', 'Mystery', 'Science Fiction']","['Justin Benson ', ' Aaron Moorhead ']","['Justin Benson', 'Aaron Moorhead']"
aqua teen forever: plantasm,"['Animation', 'Comedy', 'Science Fiction']",[' Dave Willis '],"['Dana Snyder', 'Carey Means', 'Dave Willis']"
guillermo del toro's pinocchio,"['Animation', 'Fantasy', 'Drama']","['Guillermo del Toro ', ' Mark Gustafson ']","['Ewan McGregor', 'David Bradley', 'Gregory Mann']"
falling for christmas,"['Romance', 'Comedy', 'Family']",['Janeen Damian '],['Lindsay Lohan']
black panther: wakanda forever,"['Action', 'Adventure', 'Science Fiction']",['Ryan Coogler '],"['Letitia Wright', ""Lupita Nyong'o"", 'Danai Gurira']"
the fabelmans,['Drama'],['Steven Spielberg '],"['Michelle Williams', 'Paul Dano', 'Seth Rogen']"
spirited,['Comedy'],['Sean Anders '],"['Will Ferrell', 'Ryan Reynolds', 'Octavia Spencer']"
is that black enough for you?!?,['Documentary'],['Elvis Mitchell '],"['Margaret Avery', 'Harry Belafonte', 'Charles Burnett']"
paradise city,"['Action', 'Crime', 'Thriller']",['Chuck Russell '],"['John Travolta', 'Bruce Willis']"
poker face,"['Thriller', 'Crime']",['Russell Crowe '],"['Russell Crowe', 'Liam Hemsworth', 'RZA']"
a christmas story christmas,"['Comedy', 'Family', 'Drama', 'Fantasy']",['Clay Kaytis '],"['Peter Billingsley', 'Erinn Hayes', 'Scott Schwartz']"
she said,"['Drama', 'History']",['Maria Schrader '],"['Carey Mulligan', 'Zoe Kazan', 'Patricia Clarkson']"
the menu,"['Comedy', 'Horror', 'Thriller']",['Mark Mylod '],"['Ralph Fiennes', 'Anya Taylor-Joy', 'Nicholas Hoult']"
disenchanted,"['Comedy', 'Family', 'Fantasy']",['Adam Shankman '],"['Amy Adams', 'Patrick Dempsey', 'Maya Rudolph']"
slumberland,"['Family', 'Fantasy', 'Comedy']",['Francis Lawrence '],"['Jason Momoa', 'Marlow Barkley', ""Chris O'Dowd""]"
bones and all,"['Drama', 'Horror', 'Romance']",['Luca Guadagnino '],"['Taylor Russell', 'Timothée Chalamet', 'Michael Stuhlbarg']"
the inspection,['Drama'],['Elegance Bratton '],"['Jeremy Pope', 'Raúl Castillo', 'McCaul Lombardi']"
scrooge: a christmas carol,"['Animation', 'Family', 'Fantasy']",['Stephen Donnelly '],"['Luke Evans', 'Olivia Colman', 'Jessie Buckley']"
lamborghini: the man behind the legend,"['Drama', 'History']",['Robert Moresco '],"['Frank Grillo', 'Romano Reggiani', 'Matteo Leoni']"
the people we hate at the wedding,['Comedy'],['Claire Scanlon '],"['Allison Janney', 'Ben Platt', 'Cynthia Addai-Robinson']"
strange world,"['Animation', 'Family', 'Adventure', 'Science Fiction', 'Fantasy']",['Don Hall '],"['Jake Gyllenhaal', 'Dennis Quaid', 'Jaboukie Young-White']"
glass onion: a knives out mystery,"['Comedy', 'Crime', 'Mystery']",['Rian Johnson '],"['Daniel Craig', 'Edward Norton', 'Janelle Monáe']"
devotion,"['War', 'Drama', 'Action']",[' Dillard '],"['Jonathan Majors', 'Glen Powell', 'Christina Jackson']"
nanny,"['Drama', 'Horror']",['Nikyatu Jusu '],"['Anna Diop', 'Michelle Monaghan', 'Sinqua Walls']"
the noel diary,"['Romance', 'Comedy', 'Drama']",['Charles Shyer '],"['Justin Hartley', 'Barrett Doss', 'Essence Atkins']"
white noise,"['Comedy', 'Drama']",['Noah Baumbach '],"['Adam Driver', 'Greta Gerwig', 'Don Cheadle']"
violent night,"['Comedy', 'Action']",['Tommy Wirkola '],"['David Harbour', 'John Leguizamo', 'Alex Hassell']"
emancipation,"['Drama', 'War', 'History']",['Antoine Fuqua '],"['Will Smith', 'Ben Foster', 'Charmaine Bingwa']"
spoiler alert,"['Romance', 'Comedy', 'Drama']",['Michael Showalter '],"['Jim Parsons', 'Ben Aldridge', 'Sally Field']"
diary of a wimpy kid: rodrick rules,"['Family', 'Comedy']",['Luke Cormican '],"['Hunter Dillon', 'Brady Noon', 'Ethan William Childress']"
darby and the dead,"['Comedy', 'Fantasy', 'Drama']",['Silas Howard '],"['Riele Downs', 'Auliʻi Cravalho', 'Chosen Jacobs']"
lady chatterley's lover,"['Drama', 'Romance']",['Laure de Clermont-Tonnerre '],"['Emma Corrin', ""Jack O'Connell"", 'Matthew Duckett']"
the eternal daughter,"['Drama', 'Mystery']",['Joanna Hogg '],"['Tilda Swinton', 'Joseph Mydell', 'Carly-Sophia Davies']"
almighty zeus,['Drama'],['Chris Soriano '],"['Chris Soriano', ""Michael D'Aguilar"", 'Peter Laboy']"
why the nativity?,['Documentary'],['Paul Joiner '],"['David Jeremiah', 'Rose Anaya', 'Logan Polson']"
roald dahl's matilda the musical,"['Family', 'Comedy', 'Fantasy']",['Matthew Warchus '],"['Alisha Weir', 'Lashana Lynch', 'Stephen Graham']"
empire of light,"['Drama', 'Romance']",['Sam Mendes '],"['Olivia Colman', 'Micheal Ward', 'Monica Dolan']"
night at the museum: kahmunrah rises again,"['Animation', 'Comedy', 'Family', 'Fantasy']",['Matt Danner '],"['Joshua Bassett', 'Jamie Demetriou', 'Alice Isaaz']"
the whale,['Drama'],['Darren Aronofsky '],"['Brendan Fraser', 'Sadie Sink', 'Hong Chau']"
something from tiffany's,"['Romance', 'Comedy', 'Drama']",['Daryl Wein '],"['Zoey Deutch', 'Kendrick Sampson', 'Ray Nicholson']"
detective knight: redemption,"['Action', 'Thriller']",['Edward John Drake '],"['Paul Johansson', 'Bruce Willis']"
the mean one,"['Horror', 'Comedy']",['Steven LaMorte '],"['David Howard Thornton', 'Krystle Martin', 'Chase Mullins']"
avatar: the way of water,"['Science Fiction', 'Adventure', 'Action']",['James Cameron '],"['Sam Worthington', 'Zoe Saldaña', 'Sigourney Weaver']"
puss in boots: the last wish,"['Animation', 'Adventure', 'Fantasy', 'Comedy', 'Family']",['Joel Crawford '],"['Antonio Banderas', 'Salma Hayek', 'Harvey Guillén']"
babylon,"['Drama', 'Comedy']",['Damien Chazelle '],"['Brad Pitt', 'Margot Robbie', 'Diego Calva']"
whitney houston: i wanna dance with somebody,"['Music', 'History', 'Drama']",['Kasi Lemmons '],"['Naomi Ackie', 'Stanley Tucci', 'Ashton Sanders']"
the pale blue eye,"['Thriller', 'Crime', 'Horror', 'Mystery']",['Scott Cooper '],"['Christian Bale', 'Harry Melling', 'Gillian Anderson']"
women talking,['Drama'],['Sarah Polley '],"['Rooney Mara', 'Claire Foy', 'Jessie Buckley']"
a man called otto,"['Comedy', 'Drama']",['Marc Forster '],"['Tom Hanks', 'Mariana Treviño', 'Rachel Keller']"
"alice, darling","['Thriller', 'Drama', 'Romance']",['Mary Nighy '],"['Anna Kendrick', 'Kaniehtiio Horn', 'Charlie Carrick']"
oracle,['Horror'],['Daniel Di Grado '],"['Ryan Destiny', 'Heather Graham']"
appendage,['Horror'],['Anna Zlokovic '],"['Hadley Robinson', 'Emily Hampshire', 'Brandon Mychal Smith']"
the exorcist: believer,"['Horror', 'Thriller']",['David Gordon Green '],"['Leslie Odom Jr.', 'Lidya Jewett', 'Olivia O’Neill']"
pet sematary: bloodlines,"['Horror', 'Fantasy']",['Lindsey Anderson Beer '],"['Jackson White', 'Jack Mulhern', 'Henry Thomas']"
totally killer,"['Comedy', 'Horror', 'Science Fiction']",['Nahnatchka Khan '],"['Kiernan Shipka', 'Olivia Holt', 'Julie Bowen']"
v/h/s/85,"['Horror', 'Thriller']","[' Gigi Saul Guerrero ', ' Natasha Kermani ']","['Jordan Belfi', 'Kelli Garner', 'Gabriela Roel']"
the caine mutiny court-martial,"['Drama', 'War']",['William Friedkin '],"['Kiefer Sutherland', 'Lance Reddick', 'Jason Clarke']"
dicks: the musical,"['Music', 'Comedy']",['Larry Charles '],"['Megan Mullally', 'Megan Thee Stallion', 'Bowen Yang']"
foe,"['Science Fiction', 'Drama']",['Garth Davis '],"['Saoirse Ronan', 'Paul Mescal', 'Aaron Pierre']"
she came to me,"['Romance', 'Comedy', 'Drama']",['Rebecca Miller '],"['Peter Dinklage', 'Marisa Tomei', 'Joanna Kulig']"
the burial,"['Drama', 'History']",['Maggie Betts '],"['Jamie Foxx', 'Tommy Lee Jones', 'Jurnee Smollett']"
desperation road,"['Thriller', 'Action', 'Crime', 'Drama']",['Nadine Crocker '],"['Garrett Hedlund', 'Mel Gibson', 'Willa Fitzgerald']"
miranda's victim,"['Drama', 'History']",['Michelle Danner '],"['Abigail Breslin', 'Luke Wilson', 'Andy García']"
cat person,"['Thriller', 'Comedy']",['Susanna Fogel '],"['Emilia Jones', 'Nicholas Braun', 'Geraldine Viswanathan']"
the mill,"['Science Fiction', 'Horror']",['Grady '],"['Lil Rel Howery', 'Scoot McNairy', 'Pat Healy']"
down low,['Comedy'],['Rightor Doyle '],"['Zachary Quinto', 'Lukas Gage', 'Simon Rex']"
dark harvest,"['Horror', 'Fantasy', 'Thriller']",['David Slade '],"['Casey Likes', ""E'myri Crutchfield"", 'Dustin Ceithamer']"
taylor swift: the eras tour,['Music'],['Sam Wrench '],['Taylor Swift']
dear david,"['Drama', 'Romance', 'Fantasy']",['John McPhail '],"['Augustus Prew', 'Andrea Bang', 'Justin Long']"
divinity,"['Fantasy', 'Horror', 'Science Fiction']",['Eddie Alcazar '],"['Stephen Dorff', 'Bella Thorne', 'Scott Bakula']"
in the fire,"['Thriller', 'Drama', 'Horror']",['Conor Allyn '],"['Amber Heard', 'Eduardo Noriega', 'Lorenzo McGovern Zaini']"
killers of the flower moon,"['Crime', 'History', 'Drama']",['Martin Scorsese '],"['Leonardo DiCaprio', 'Robert De Niro', 'Lily Gladstone']"
pain hustlers,['Drama'],['David Yates '],"['Emily Blunt', 'Chris Evans', 'Andy García']"
nyad,"['Drama', 'History']",[' Jimmy Chin '],"['Annette Bening', 'Jodie Foster', 'Rhys Ifans']"
old dads,['Comedy'],['Bill Burr '],"['Bill Burr', 'Bobby Cannavale', 'Bokeem Woodbine']"
butcher's crossing,"['Western', 'Drama']",['Gabe Polsky '],"['Nicolas Cage', 'Fred Hechinger', 'Xander Berkeley']"
the other zoey,"['Romance', 'Drama', 'Comedy']",['Sara Zandieh '],"['Josephine Langford', 'Drew Starkey', 'Archie Renaux']"
sick girl,['Comedy'],['Jennifer Cram '],"['Nina Dobrev', 'Brandon Mychal Smith', 'Sherry Cola']"
the persian version,"['Comedy', 'Drama', 'Romance']",['Maryam Keshavarz '],"['Layla Mohammadi', 'Niousha Noor', 'Bijan Daneshmand']"
five nights at freddy's,"['Horror', 'Mystery']",['Emma Tammi '],"['Josh Hutcherson', 'Elizabeth Lail', 'Piper Rubio']"
under the boardwalk,"['Animation', 'Comedy', 'Family', 'Romance']",['David Soren '],"['Keke Palmer', 'Michael Cera', 'Bobby Cannavale']"
freelance,"['Action', 'Comedy']",['Pierre Morel '],"['John Cena', 'Alison Brie', 'Juan Pablo Raba']"
the holdovers,"['Comedy', 'Drama']",['Alexander Payne '],"['Paul Giamatti', ""Da'Vine Joy Randolph"", 'Dominic Sessa']"
the killer,"['Action', 'Thriller', 'Crime']",['David Fincher '],"['Michael Fassbender', 'Arliss Howard', 'Charles Parnell']"
fingernails,"['Romance', 'Science Fiction', 'Drama']",['Christos Nikou '],"['Jessie Buckley', 'Riz Ahmed', 'Jeremy Allen White']"
priscilla,"['Drama', 'Romance']",['Sofia Coppola '],"['Cailee Spaeny', 'Jacob Elordi', 'Dagmara Domińczyk']"
suitable flesh,"['Horror', 'Thriller', 'Comedy']",['Joe Lynch '],"['Heather Graham', 'Judah Lewis', 'Bruce Davison']"
30,"['Comedy', 'Drama']",[],['Shudder / Terror Films']
2,"['Science Fiction', 'Thriller', 'Horror', 'Drama']",[],['Freestyle Digital Media']
quiz lady,['Comedy'],['Jessica Yu '],"['Awkwafina', 'Sandra Oh', 'Jason Schwartzman']"
rustin,"['Drama', 'History']",[' Wolfe '],"['Colman Domingo', 'Chris Rock', 'Glynn Turman']"
the marsh king's daughter,"['Thriller', 'Crime', 'Drama', 'Mystery']",['Neil Burger '],"['Daisy Ridley', 'Ben Mendelsohn', 'Garrett Hedlund']"
what happens later,"['Romance', 'Comedy']",['Meg Ryan '],"['Meg Ryan', 'David Duchovny']"
all dirt roads taste of salt,['Drama'],['Raven Jackson '],"['Charleen McClure', 'Reginald Helms Jr.', 'Moses Ingram']"
helen's dead,"['Thriller', 'Drama', 'Comedy', 'Mystery']",[' Asher Levin '],"['Annabelle Dexter-Jones', 'Tyrese Gibson', 'Emile Hirsch']"
at the gates,"['Drama', 'War', 'History', 'Romance']",['Augustus Meleo Bernstein '],"['Miranda Otto', 'Noah Wyle', 'Ezekiel Pacheco']"
rumble through the dark,"['Thriller', 'Action']",['Graham Phillips and Parker Phillips '],"['Aaron Eckhart', 'Bella Thorne', 'Ritchie Coster']"
the marvels,"['Science Fiction', 'Adventure', 'Action']",['Nia DaCosta '],"['Brie Larson', 'Teyonah Parris', 'Iman Vellani']"
dream scenario,"['Comedy', 'Fantasy']",['Kristoffer Borgli '],"['Nicolas Cage', 'Julianne Nicholson', 'Michael Cera']"
journey to bethlehem,"['Family', 'Drama']",['Adam Anders '],"['Fiona Palomo', 'Milo Manheim', 'Lecrae']"
your lucky day,"['Thriller', 'Crime']",['Dan Brown '],"['Angus Cloud', 'Jessica Garza', 'Elliot Knight']"
it's a wonderful knife,"['Horror', 'Comedy']",['Tyler MacIntyre '],"['Joel McHale', 'Justin Long', 'Jane Widdop']"
manodrome,"['Mystery', 'Thriller', 'Drama']",['John Trengove '],"['Jesse Eisenberg', 'Adrien Brody', 'Odessa Young']"
the master chief: part one,['Drama'],['Chris Soriano '],"['Chris Soriano', 'Haley Weber', 'Hillary Soriano']"
best. christmas. ever!,['Comedy'],['Mary Lambert '],"['Brandy Norwood', 'Heather Graham', 'Matt Cedeño']"
the hunger games: the ballad of songbirds & snakes,"['Drama', 'Science Fiction', 'Action']",['Francis Lawrence '],"['Tom Blyth', 'Rachel Zegler', 'Peter Dinklage']"
trolls band together,"['Animation', 'Family', 'Music', 'Fantasy', 'Comedy']",['Walt Dohrn '],"['Anna Kendrick', 'Justin Timberlake', 'Kenan Thompson']"
thanksgiving,"['Horror', 'Mystery', 'Thriller']",['Eli Roth '],"['Patrick Dempsey', 'Addison Rae', 'Milo Manheim']"
next goal wins,"['Comedy', 'Drama']",['Taika Waititi '],"['Michael Fassbender', 'Oscar Kightley', 'Kaimana']"
saltburn,"['Drama', 'Comedy', 'Thriller']",['Emerald Fennell '],"['Barry Keoghan', 'Jacob Elordi', 'Rosamund Pike']"
may december,['Drama'],['Todd Haynes '],"['Natalie Portman', 'Julianne Moore', 'Charles Melton']"
dashing through the snow,"['Fantasy', 'Family', 'Comedy']",['Tim Story '],"['Lil Rel Howery', 'Ludacris', 'Madison Skye Validum']"
please don't destroy: the treasure of foggy mountain,"['Comedy', 'Adventure']",['Paul Briganti '],"['Ben Marshall', 'John Higgins', 'Martin Herlihy']"
leo,"['Animation', 'Comedy', 'Family']",[' David Wachtenheim '],"['Adam Sandler', 'Bill Burr', 'Cecily Strong']"
wish,"['Animation', 'Family', 'Fantasy', 'Adventure']",[' Fawn Veerasunthorn '],"['Ariana DeBose', 'Chris Pine', 'Alan Tudyk']"
napoleon,"['History', 'War', 'Romance', 'Drama']",['Ridley Scott '],"['Joaquin Phoenix', 'Vanessa Kirby', 'Tahar Rahim']"
